cancer_name,OS,time,average A_Auc,G,G_tilda0,G_tilda1,G_tilda2,G_ind,G_mix,G_NT_ind,G_Sup_ind,G_Unsup_ind,G_NT_mix,G_Sup_mix,G_Unsup_mix,Pattern
PanGI,DSS,4,0.6728924731182795,0.09622807017543855,-0.01327192982456149,0.030728070175438438,0.24372807017543857,0.17559022556390969,0.01686591478696753,-0.19399999999999995,-0.15000000000000002,0.06300000000000011,-0.025000000000000133,0.018999999999999795,0.23199999999999993,010
PanGI,OS,2,0.6699264073914912,0.11947195086172102,-0.01969471580494564,0.0314957603855307,0.18911480800457808,0.19184541601670868,0.04709848570673325,-0.2142857142857142,-0.16309523809523785,-0.005476190476190468,-0.06404761904761902,-0.012857142857142678,0.1447619047619047,111
PanGI,OS,3,0.6892099111734454,0.09829074464348442,-0.002403699800960002,0.013337040939780831,0.23231852242126216,0.18090182648401842,0.01567966280295041,-0.18194444444444446,-0.16620370370370363,0.0527777777777777,-0.019444444444444486,-0.0037037037037036535,0.21527777777777768,010
PanGyn,DFI,2,0.7310519062930638,0.05228822631902841,0.11810455284964072,0.01827462087685139,0.09744128754351811,-0.0031369858972087883,0.1077134385352656,0.12482993197278924,0.02499999999999991,0.10416666666666663,0.006802721088435382,-0.09302721088435395,-0.013860544217687232,101
PanGyn,DFI,3,0.724469313063063,0.08342187085248343,0.14736815184421892,0.08269873035661557,0.15945492870372302,0.06254184424872722,0.10430189745623941,0.0869834710743802,0.022314049586776852,0.0990702479338843,0.040909090909090895,-0.023760330578512456,0.052995867768594995,111
PanGyn,DFI,4,0.7498421670826603,0.10573436528617353,0.06786251173926283,0.09520804949669981,0.1736977520138624,0.12736749513895318,0.08410123543339376,-0.0593821510297482,-0.03203661327231122,0.046453089244851364,-0.01636155606407319,0.010983981693363787,0.08947368421052637,110
PanGyn,DFI,5,0.7654017857142856,0.16535303442028992,0.0995242300724638,0.15455140398550715,0.23471444746376802,0.20593478260869558,0.12477128623188416,-0.09972826086956521,-0.04470108695652186,0.035461956521739,-0.03192934782608692,0.02309782608695643,0.1032608695652173,111
PanGyn,DSS,1,0.6964223385689354,0.04640533944478775,0.004455033113950457,-0.01375463332580451,0.1926102407381849,0.09061108106970572,0.0021995978198696697,-0.08910823689584746,-0.10731790333560243,0.09904697072838697,0.00520762423417287,-0.013002042205582098,0.1933628318584073,010
PanGyn,DSS,2,0.6879597926041872,-0.005567760463245364,-0.04569198406572994,-0.04053670456262437,0.1247738544435868,0.03065043837619097,-0.0417859593026817,-0.07602484472049698,-0.0708695652173914,0.09444099378881976,-0.0042236024844720665,0.0009316770186335033,0.16624223602484467,010
PanGyn,DSS,3,0.6914279995072679,0.0463600496383747,-0.047291987979180106,0.011093591958123983,0.11281772988915839,0.08414424737823745,0.008575851898511955,-0.14945141065830725,-0.09106583072100316,0.010658307210031248,-0.037852664576802364,0.020532915360501724,0.12225705329153613,011
PanGyn,DSS,4,0.702776527609486,0.02874494773886649,-0.035586849496156536,-0.002130628297999926,0.15432098460522592,0.07608142440241872,-0.01859152892468585,-0.13073732718894016,-0.09728110599078355,0.0591705069124423,0.0020737327188941057,0.035529953917050716,0.19198156682027656,010
PanGyn,DSS,5,0.7045095902353967,0.07102762308727761,-0.028464003706980767,0.028354178111201,0.15939484796766035,0.12808272423948885,0.013972521935066373,-0.1626196172248804,-0.10580143540669862,0.025239234449760728,-0.036363636363636376,0.020454545454545392,0.15149521531100474,011
PanGyn,OS,2,0.6689812122284876,-0.025895194470143212,-0.047838051613000476,-0.0467809087558575,0.09836194838699974,0.00797186231518865,-0.059762251255475074,-0.06291428571428581,-0.06185714285714283,0.08328571428571441,0.019028571428571284,0.020085714285714262,0.1652285714285715,001
PanGyn,OS,3,0.6538948728996122,0.047336494136945184,-0.04758538086305486,0.054119164591490576,0.11303251686421789,0.13127071549542102,-0.03659772722153065,-0.17943892045454557,-0.07773437500000013,-0.018821022727272818,-0.01040482954545452,0.09129971590909092,0.15021306818181823,010
PanGyn,OS,4,0.6757075471698113,0.0500882198703303,-0.025532127524210746,0.024095664039064713,0.1416721735510581,0.11055226415599217,-0.010375824415331691,-0.1499586435070307,-0.10033085194375524,0.01724565756823815,-0.0012820512820512775,0.04834574028122418,0.16592224979321757,010
PanGyn,OS,5,0.6728096571637299,0.08725188794509009,-0.006669887953429932,0.009450619446147224,0.15696647568293376,0.16268446818536253,0.011819307704817428,-0.16469344608879477,-0.14857293868921762,-0.0010570824524310796,-0.02315010570824516,-0.007029598308668006,0.14048625792811853,011
PanGyn,PFI,1,0.6653205837416364,-0.03716544389873566,-0.06211736697565873,-0.07509813620642791,0.0637095561012645,-0.01780888734757402,-0.056522000449897414,-0.047923076923076846,-0.06090384615384603,0.07790384615384638,-0.001980769230769175,-0.01496153846153836,0.12384615384615405,000
PanGyn,PFI,2,0.7146425891409066,0.04497719220726304,0.04055639361138763,0.0039613958053323906,0.0905783330585137,0.04601937803136591,0.04393500638316039,-0.0068012286090390894,-0.04339622641509433,0.043220710838086984,-0.002040368582711838,-0.03863536638876708,0.047981570864414236,111
PanGyn,PFI,3,0.7204142110530414,0.05458825992708649,0.027817228934044036,0.012953218813866907,0.16276346549318388,0.09195617556473068,0.01722034428944219,-0.06527514231499054,-0.08013915243516767,0.0696710942441493,0.011733080328905632,-0.0031309297912714973,0.14667931688804547,110
PanGyn,PFI,4,0.7513459524165795,0.03184302852689269,-0.03523207028733677,-0.007445509022514618,0.2188786016494223,0.07231964514358902,-0.008633588089803523,-0.11067193675889353,-0.08288537549407138,0.14343873517786554,-0.023478260869565393,0.004308300395256759,0.23063241106719368,011
PanGyn,PFI,5,0.7756553086834969,0.1158652924523631,0.06253993360068844,0.059238498193989964,0.24689400058633448,0.1679768361751639,0.0637537487295623,-0.1043062200956939,-0.10760765550239237,0.08004784688995215,-0.002344497607655538,-0.00564593301435401,0.1820095693779905,110
PanSCCs,DSS,3,0.6634506680369989,0.12240921068737864,0.01170268894824833,0.07735486286129178,0.22322442807868303,0.21596335813349826,0.028855063241259082,-0.20717391304347815,-0.1415217391304347,0.004347826086956552,-0.014239130434782532,0.05141304347826092,0.19728260869565217,110
PanSCCs,PFI,3,0.6533053221288516,0.08974499340690367,0.025484743852536518,0.03582342477945266,0.17236531426251872,0.1470266144261485,0.03246337238765884,-0.12531194295900172,-0.11497326203208558,0.021568627450980482,-0.0032085561497325887,0.007130124777183555,0.14367201426024961,110
UCEC,DSS,2,0.6798035714285715,0.021685383565574146,-0.08755374686920858,-0.12777113817355623,0.1655518431929034,0.11157229705104632,-0.06820152991989814,-0.2234472049689442,-0.26366459627329186,0.02965838509316776,0.004968944099378758,-0.03524844720496889,0.25807453416149073,011
UCEC,DSS,3,0.6506711409395974,-0.021312000840689405,-0.10862681565550425,-0.1845527415814302,0.07507688804819945,0.04405095511652868,-0.08667495679790749,-0.18722222222222218,-0.26314814814814813,-0.0035185185185184764,0.012592592592592489,-0.06333333333333346,0.1962962962962962,001
UCEC,OS,2,0.6680818713450292,0.06223390312525279,-0.03633946643996455,-0.03810577078779054,0.18716596834264426,0.14660437413974559,-0.02213656788923979,-0.1987771739130435,-0.2005434782608695,0.02472826086956531,0.001630434782608714,-0.00013586956521727256,0.22513586956521753,010
